pro,fpr,threshold
0.9999807863916417,1.0,0.17500000000000002
0.9999626402059699,0.9222384282761855,0.18
0.9999423591749249,0.8504244210916926,0.185
0.9999210107211934,0.7858095095750293,0.19
0.9998911228859694,0.7258468235847907,0.195
0.9998665721641782,0.6708120950991863,0.2
0.9998420214423869,0.6215058917309613,0.20500000000000002
0.9998121336071628,0.5757146268513127,0.21
0.999786515462685,0.5337088785696984,0.215
0.9996476421115459,0.49594734120500894,0.22
0.9993601986479185,0.4611887913662391,0.225
0.9989919030372953,0.4291635099220564,0.23
0.9985527705756404,0.39969884226928276,0.23500000000000001
0.9980089305189404,0.3729674430110963,0.24
0.99706618635031,0.34779337109401176,0.245
0.9959919604481731,0.3253706061121448,0.25
0.9948532565700957,0.305260210243486,0.255
0.993952062651003,0.28667278259091855,0.26
0.9877365816321722,0.2697586443263636,0.265
0.9765136919145461,0.2545332570560758,0.27
0.9750919943551504,0.24027679711108477,0.275
0.9734821488998255,0.22733543267587147,0.28
0.9716061448307195,0.21545232929098226,0.28500000000000003
0.9689345607714307,0.20450035819387824,0.29
0.9656897502265165,0.19458173778146565,0.295
0.9620456327986322,0.18498781110040252,0.3
0.9580084165648797,0.1759075533382467,0.305
0.9523761565937617,0.1673263618668687,0.31
0.9449039044941114,0.15909477449247278,0.315
0.9356259344296705,0.15115008581191472,0.32
0.9251968016936953,0.1437302327658924,0.325
0.9115959588446135,0.1368858950637963,0.33
0.9033694092013247,0.13036023824617282,0.335
0.8950270203252146,0.1241472494661451,0.34
0.8857742198780736,0.11819539003619733,0.34500000000000003
0.8751731138507525,0.11255791660009586,0.35000000000000003
0.8645698199594954,0.1070690463796649,0.355
0.8545799782473724,0.10180608740617812,0.36
0.8441068508498516,0.09666338537022817,0.365
0.8329112376985588,0.09171051749996136,0.37
0.8219464297609566,0.08694748379537767,0.375
0.8096876842742408,0.08249540017213922,0.38
0.7972122083919613,0.07815927859581129,0.385
0.7832116019442658,0.07404906826642753,0.39
0.769398129531615,0.0701475896214827,0.395
0.7539548970853022,0.066550189232881,0.4
0.7376944813140058,0.06306102008806244,0.405
0.7224167606378198,0.05986304452770806,0.41000000000000003
0.7068480288353043,0.05671059480799263,0.41500000000000004
0.693832020579972,0.0537041713695719,0.42
0.6817140510308519,0.05078708165617855,0.425
0.6699584318850246,0.04793355632405465,0.43
0.6572765434747679,0.045189980191964435,0.435
0.6437198304236174,0.04258040464741525,0.44
0.6303486992882945,0.04012029129666184,0.445
0.6163193674640212,0.03772460130530316,0.45
0.6021398789087757,0.035432847667101315,0.455
0.5881957609587566,0.033289697244569975,0.46
0.5736590706950186,0.031201521422055466,0.465
0.5576880611255051,0.029333243999608308,0.47000000000000003
0.5424637463962559,0.027470120445912728,0.47500000000000003
0.5268321519482028,0.02577192069226765,0.48
0.5110996702500511,0.024205144591787825,0.485
0.49626749240280227,0.022634073600681686,0.49
0.4801288185119041,0.021239952103379738,0.495
0.46357973056799046,0.019879330752963047,0.5
0.4485774095423125,0.018610620061949502,0.505
0.43160282666626315,0.01751112806161278,0.51
0.4159425980837644,0.01642795664565606,0.515
0.39979300097028575,0.015458170342234066,0.52
0.38256680978612206,0.014576858785714164,0.525
0.36637735101753094,0.013713585769824786,0.53
0.3503315225802987,0.012966274800845922,0.535
0.3336400030010311,0.012252463978752319,0.54
0.3171321719188935,0.011539512134783976,0.545
0.30232328865139463,0.010930496643972465,0.55
0.2873457789221074,0.01032921195628832,0.555
0.27280469796915696,0.009740811940483124,0.56
0.25924390269874287,0.009221130174698972,0.5650000000000001
0.2466584264561441,0.008722063883921133,0.5700000000000001
0.23417892818963676,0.008241895111899081,0.5750000000000001
0.22268003569742092,0.007788354661760184,0.58
0.21148368783289961,0.007375186183508652,0.585
0.19999299954445077,0.006985210114639221,0.59
0.18911498378823866,0.006590939155143475,0.595
0.1793897496306171,0.006237040167535094,0.6
0.17048441314368784,0.005894307895555132,0.605
0.1620312769549137,0.005564460295454116,0.61
0.15312263455698932,0.005274984667240464,0.615
0.14530098827644383,0.004961457651519447,0.62
0.13751165409648236,0.004674558957681584,0.625
0.13017891836403345,0.004402262891973194,0.63
0.12310658390653077,0.004124812957513224,0.635
0.11642468092547387,0.003860247694932201,0.64
0.10971741238465982,0.0036059901698543345,0.645
0.1036521375184738,0.003393822572914358,0.65
0.09763989698069166,0.003171347238471225,0.655
0.09132560761270349,0.0030012695696691387,0.66
0.08526524751052669,0.0028183072289881066,0.665
0.07955515860545798,0.002655960363313388,0.67
0.07421381468321919,0.002530549557024981,0.675
0.06910421090159372,0.0023982669257344696,0.68
0.06455422882599228,0.0022719971413207992,0.685
0.060296927752489224,0.002157753050660812,0.6900000000000001
0.05657334094468278,0.002043508960000825,0.6950000000000001
0.053157695604174875,0.0019361366943429418,0.7000000000000001
0.049605732568453326,0.0018339182974366377,0.705
0.04611902612800355,0.001741148659908227,0.71
0.04400693186626091,0.0016475200442545531,0.715
0.04178644171274152,0.0015564683629766686,0.72
0.039572252552689244,0.0014817372660787822,0.725
0.037604526179442814,0.0014027112785545803,0.73
0.03583354067082425,0.0013176724441535373,0.735
0.033932575561036536,0.0012523901066335446,0.74
0.03219864734586582,0.0011690692284830274,0.745
0.030512406089431638,0.0011012099565872455,0.75
0.02886846409960554,0.0010273378378146223,0.755
0.027134358585875828,0.0009646324346704187,0.76
0.025703093312648705,0.000899350097150426,0.765
0.024108174254853884,0.0008340677596304333,0.77
0.02253707886192836,0.0007825290721146496,0.775
0.021155181786028238,0.0007301314064736028,0.78
0.020191490967305336,0.0006768747627072929,0.785
0.019310670977359227,0.0006322079001936137,0.79
0.018908157328718263,0.0005892589939304606,0.795
0.018170143673557813,0.0005454511095420445,0.8
0.017228837635092874,0.0005059381157799436,0.805
0.016355135309070817,0.00047587388139573643,0.81
0.015391036351683386,0.00044495066888626615,0.8150000000000001
0.014677665155125273,0.0004131684782515329,0.8200000000000001
0.013804652150827256,0.000387399134493641,0.8250000000000001
0.012820405146680296,0.00036077081261048607,0.8300000000000001
0.012034623116722654,0.00032898862197575275,0.835
0.011360677424134187,0.0003092321250947024,0.84
0.010344247569025135,0.00028689869383786276,0.845
0.009578971745363988,0.0002671421969568123,0.85
0.00863476891384037,0.0002499626344515511,0.855
0.007935719392808929,0.00022762920319471146,0.86
0.006921089332107123,0.00021302657506523938,0.865
0.00603699168654041,0.00019584701255997815,0.87
