pro,fpr,threshold
0.9996256784577953,1.0,0.335
0.9996256784577953,0.9505654169293217,0.34
0.9996256784577953,0.905319138291592,0.34500000000000003
0.999453930926666,0.8633843967941086,0.35000000000000003
0.999453930926666,0.8243484489181951,0.355
0.9993291570792644,0.7881274952221812,0.36
0.9991490857313099,0.7544676359051841,0.365
0.9990263742615513,0.7226396907508764,0.37
0.9989862683820293,0.6929930325558746,0.375
0.9989862683820293,0.6650849000910538,0.38
0.9986484353262916,0.6386959973050768,0.385
0.9986484353262916,0.6136362120317654,0.39
0.99852366147889,0.5898217448294494,0.395
0.9982901591001143,0.5672450912705163,0.4
0.9980388753612037,0.5454380584544882,0.405
0.99783162634919,0.5246895668444382,0.41000000000000003
0.9976198776531323,0.5048770441226991,0.41500000000000004
0.9972554377700045,0.4861080537517135,0.42
0.9968735336376997,0.4679244087344867,0.425
0.9958412521752793,0.450245644930509,0.43
0.9949533108625278,0.43304924905694364,0.435
0.9935920839773803,0.41636148661043354,0.44
0.9915993392882518,0.4004333390033453,0.445
0.9902222123219994,0.38465778142437373,0.45
0.98818203828089,0.3694621493347742,0.455
0.9860876284741559,0.3547372116215234,0.46
0.9841577306809997,0.34064014435183426,0.465
0.9804462969260328,0.3267903062807056,0.47000000000000003
0.977223997759626,0.3133819787007668,0.47500000000000003
0.9713935216071132,0.30021212515384077,0.48
0.9652966132934319,0.2874908696130717,0.485
0.9578857812866939,0.27518319141626896,0.49
0.9494317264937768,0.2631840285768604,0.495
0.9427600184975121,0.2515550841663248,0.5
0.928309910372472,0.24022756759821629,0.505
0.9192068756599054,0.22917021042415028,0.51
0.9111313862049862,0.21865942572784614,0.515
0.904631438952191,0.2084988476534489,0.52
0.8988599700433733,0.19873058437811641,0.525
0.8922794508548191,0.18952515317370583,0.53
0.8862798744650943,0.18057195411959726,0.535
0.8724401484675,0.17190434022740084,0.54
0.8644324782596302,0.1634664452026696,0.545
0.8560568589601109,0.1554083575976493,0.55
0.8475193650453764,0.1477184038582764,0.555
0.8387406898333609,0.14037156922584326,0.56
0.8300225088170176,0.13333950364048122,0.5650000000000001
0.8206403412650402,0.12650422082361928,0.5700000000000001
0.809380090897235,0.12000080047227864,0.5750000000000001
0.7988690779331392,0.11385842647161827,0.58
0.7872113008113266,0.1079441036878425,0.585
0.7744616211754707,0.10232161975565585,0.59
0.7601500429000028,0.09695261871170659,0.595
0.7472077932147668,0.09177748204774151,0.6
0.733818989105128,0.0867349236049269,0.605
0.7212473737260426,0.08184870740403505,0.61
0.705049734866641,0.0772710065605374,0.615
0.6888853705915872,0.0727754375081298,0.62
0.6731794974098559,0.06857212421995644,0.625
0.6570284326339013,0.06466773729833936,0.63
0.6361760496723143,0.06087508296561639,0.635
0.6205878895940036,0.057179152366562944,0.64
0.6062622010896019,0.053702517818846454,0.645
0.590557623324658,0.05051438682155805,0.65
0.5744458368765951,0.04740046627510232,0.655
0.5581991305581769,0.044507509430564036,0.66
0.5426241168732352,0.041750466108337256,0.665
0.5261799971844261,0.039171861398224955,0.67
0.5091502938262288,0.03674251141506822,0.675
0.4943438352406672,0.03440196382532361,0.68
0.4785566559368942,0.03213854507492754,0.685
0.4612272682707016,0.030052731111355705,0.6900000000000001
