pro,fpr,threshold
0.9965058870024777,1.0,0.305
0.996065683968996,0.8522052612166713,0.31
0.9957611687044046,0.7290878566450273,0.315
0.9948859103176323,0.628528721654223,0.32
0.993240841945503,0.5440792369864447,0.325
0.9922366877177423,0.4755922453756612,0.33
0.9916785190914003,0.4210000306838555,0.335
0.9909109338112089,0.3757244364346362,0.34
0.9901759656521516,0.33893950333483414,0.34500000000000003
0.9890545377217065,0.30867144541623903,0.35000000000000003
0.987506777800492,0.28356641583136655,0.355
0.9856806666298901,0.26267885087082665,0.36
0.9840333447492958,0.2454483005214377,0.365
0.9822325203887028,0.2305328157572243,0.37
0.9799543516922217,0.21779901573706065,0.375
0.9763837237441301,0.20644786781645544,0.38
0.9720821566037958,0.19630967148862413,0.385
0.9652069893294819,0.18702999691282843,0.39
0.957810521674076,0.17842536715737875,0.395
0.9512338094491234,0.17035864417435695,0.4
0.9445213402192657,0.16275718863244562,0.405
0.9377566920011733,0.15558530706711812,0.41000000000000003
0.9299311195289373,0.14881106322064008,0.41500000000000004
0.9207053629147965,0.1424338308918795,0.42
0.9133954220934651,0.1363045742114093,0.425
0.9065233826780406,0.130471510666397,0.43
0.8979850597350185,0.12490019919458012,0.435
0.8894395592561962,0.1196050424219957,0.44
0.880622357365744,0.1145503468841171,0.445
0.8721186884806965,0.10968413788698447,0.45
0.860056363402505,0.10514167487511984,0.455
0.8496746634526342,0.1006881324240058,0.46
0.8414782636872516,0.09658776741136593,0.465
0.8332614799364546,0.09256567754023187,0.47000000000000003
0.825737973400646,0.08873270041097582,0.47500000000000003
0.8173144310751876,0.0850581521681275,0.48
0.8104921814315286,0.08150633934716028,0.485
0.8030044377074202,0.0780872811661869,0.49
0.7951820139641036,0.07481851125690467,0.495
0.7872900097780244,0.07156977978384789,0.5
0.7777335560845752,0.06853520909795101,0.505
0.7673795851745363,0.06558768036940858,0.51
0.7568814302547303,0.06275599885029473,0.515
0.7469136331646804,0.0600151164953276,0.52
0.7356549565321728,0.057435794032428454,0.525
0.7243420901344848,0.05497357118122199,0.53
0.711643177881037,0.052480038273413195,0.535
0.6977293557304883,0.05021193777314111,0.54
0.6859533713444963,0.048035888839279846,0.545
0.6732243193217585,0.04588363554843635,0.55
0.6608915751773574,0.04384597706475735,0.555
0.6496125706848747,0.04191352037126213,0.56
0.6385155127184863,0.04002489775701017,0.5650000000000001
0.6284119010652338,0.03817509961294509,0.5700000000000001
0.6178578814117115,0.03640921242057422,0.5750000000000001
0.6062141809315944,0.03467651388820181,0.58
0.5957629451737834,0.03298138742375219,0.585
0.5847383964503594,0.031352012078167436,0.59
0.5733458183565524,0.029794649862768023,0.595
0.5619578878762753,0.028313684185478274,0.6
0.5504051165894064,0.026875300185167678,0.605
0.5389240978892291,0.02552458434334358,0.61
0.5286830281433268,0.024198916546801334,0.615
0.5176399897196802,0.022896418192144812,0.62
0.5071753823957615,0.021698495426540034,0.625
0.4969021183553061,0.020447345564711315,0.63
0.48667218048438965,0.019341474365517357,0.635
0.47630004475686755,0.01821431232783383,0.64
0.46516075853690325,0.017132236771657636,0.645
0.45376901577469597,0.01607207825510307,0.65
0.44156931467125077,0.015062015829112216,0.655
0.4295764711218233,0.014079506252931405,0.66
0.4147296621396869,0.013171514611464114,0.665
0.4007460274190846,0.012322385876409188,0.67
0.38636478680065656,0.011563430104368944,0.675
0.3718702151474657,0.010790071706291633,0.68
0.35711046448362105,0.010069940404438265,0.685
0.3441092192806214,0.009389885975035867,0.6900000000000001
0.33036004496248894,0.008738010596575557,0.6950000000000001
0.3175383725022595,0.00811368806792529,0.7000000000000001
0.30543926276525385,0.007553238054743755,0.705
0.2935832863525813,0.0069877784325058515,0.71
0.2816749856988795,0.0064580122747945915,0.715
0.27011050538519366,0.0059702015929304405,0.72
0.2590291147030664,0.00550493415181996,0.725
0.24735233342152588,0.005031526095992877,0.73
0.23584935837382615,0.0045812874820515105,0.735
0.22408467742190213,0.004151713505467676,0.74
0.2125200566984017,0.003774114222843692,0.745
0.2014544986142718,0.003412796169652916,0.75
0.19030301851435827,0.0030752737594799025,0.755
0.17937547429624576,0.002770940009305349,0.76
0.16781031613761743,0.00247975648290377,0.765
0.15779740484383556,0.0022048541859353973,0.77
0.14789633131364957,0.0019587571410411594,0.775
0.13864630231712408,0.001746474957277428,0.78
0.12879058327207513,0.0015673814335121557,0.785
0.11912091474609836,0.0013901665131430226,0.79
0.11113900008275414,0.0012342424312634674,0.795
