key,fpr,tpr,threshold
threshold_0,0.0,0.0,2.0
threshold_1,0.0,0.010752688172043012,1.0
threshold_2,0.0,0.021505376344086023,0.8921092
threshold_3,0.0,0.03225806451612903,0.8908287
threshold_4,0.0,0.043010752688172046,0.87852114
threshold_5,0.0,0.053763440860215055,0.8702624
threshold_6,0.0,0.06451612903225806,0.86992574
threshold_7,0.0,0.07526881720430108,0.86618257
threshold_8,0.0,0.08602150537634409,0.86525166
threshold_9,0.0,0.0967741935483871,0.8585345
threshold_10,0.0,0.10752688172043011,0.8518797
threshold_11,0.0,0.11827956989247312,0.85126173
threshold_12,0.0,0.12903225806451613,0.84801066
threshold_13,0.0,0.13978494623655913,0.8377496
threshold_14,0.0,0.15053763440860216,0.83608866
threshold_15,0.0,0.16129032258064516,0.8350382
threshold_16,0.0,0.17204301075268819,0.8344314
threshold_17,0.0,0.1827956989247312,0.8305646
threshold_18,0.0,0.1935483870967742,0.82844806
threshold_19,0.0,0.20430107526881722,0.82518035
threshold_20,0.0,0.21505376344086022,0.81820154
threshold_21,0.0,0.22580645161290322,0.81787854
threshold_22,0.0,0.23655913978494625,0.8177198
threshold_23,0.0,0.24731182795698925,0.8136963
threshold_24,0.0,0.25806451612903225,0.8131083
threshold_25,0.0,0.26881720430107525,0.8129553
threshold_26,0.0,0.27956989247311825,0.8084328
threshold_27,0.0,0.2903225806451613,0.8083883
threshold_28,0.0,0.3010752688172043,0.80648
threshold_29,0.0,0.3118279569892473,0.80523384
threshold_30,0.0,0.3225806451612903,0.80334663
threshold_31,0.0,0.3333333333333333,0.8029493
threshold_32,0.0,0.34408602150537637,0.80287397
threshold_33,0.0,0.3548387096774194,0.8028736
threshold_34,0.0,0.3655913978494624,0.80136675
threshold_35,0.0,0.3763440860215054,0.8011718
threshold_36,0.0,0.3870967741935484,0.80091906
threshold_37,0.0,0.3978494623655914,0.79932773
threshold_38,0.0,0.40860215053763443,0.79529715
threshold_39,0.0,0.41935483870967744,0.7880763
threshold_40,0.0,0.43010752688172044,0.7855024
threshold_41,0.0,0.44086021505376344,0.78521943
threshold_42,0.0,0.45161290322580644,0.78215283
threshold_43,0.0,0.46236559139784944,0.7804461
threshold_44,0.0,0.4731182795698925,0.7797397
